operacao|dv|convenioTgov|propostaTgov|nomeTomador|cnpjTomador|emailTomador|classificacao|objeto|selecao|assinatura|vigencia|vi|vr|cp1|cp2|vrCreditado|vrDesbloqueado|vrSaldoCreditado|cpDesbloqueado|valorExecucaoVigente|cAgencia|agencia|cCorrente|idExterna|obtv|gestor|etiquetasDaOperacao
0344899|28|750608|591572010|SECRETARIA DE ESTADO DA SAUDE|08.778.268/0001-60|vasconceloslins_adv@yahoo.com.br;alvaropaiva2@yahoo.com.br;anatercia.muniz@hotmail.com;planejamentosuplan@gmail.com;guimaraeslimagustavo@gmail.com;jorgewanderjp@gmail.com;jubcarcoverde@yahoo.com.br;luisdantas.eng@gmail.com;lzbarretorabelo@gmail.com;leoeguia2003@gmail.com;helpferreira89@yahoo.com.br;mariaveronica@suplan.pb.gov.br;nosmanff@gmail.com;simoneccguimaraes34@hotmail.com;layanaferreira_@hotmail.com;uelsontavares@yahoo.com.br;jorge.souza@ses.pb.gov.br;liviaborralho@yahoo.com.br;manoel.carvalho@ses.pb.gov.br;vinicius.morais@ses.pb.gov.br;mjcmandu@hotmail.com;gabinetesespb@gmail.com;gabinete@saude.pb.gov.br;ag0036@caixa.gov.br;ana.t.araujo@caixa.gov.br;joao-alberto.filho@caixa.gov.br;solange.carvalho@caixa.gov.br;silvio.freire@caixa.gov.br||REFORMA DO HEMOCENTRO DE JOAO PESSOA.|25/11/2010|30/12/2010|31/07/2025|199492,61|177292,8|22199,81|0|177292,8|56210,88|121081,92|7039,79|199492,61|36|CABO BRANCO|0036.006.00647015-2||NÃO|MS|Módulo Paralisadas, Obra Paralisada, Previsão Despesas Preparatórias, RP 2 - Discricionário
0348129|95|754554|1050332010|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com||Melhoria de infra-estrutura urbana, atraves das obras de contencao da erosao marinha na orla de Joao Pessoa, Pb - 2a eta|30/12/2010|31/12/2010|30/04/2025|5090000|4875000|215000|0|4875000|0|4875000|116707,11|5090000|1909|CIDADE ANTIGA|1909.006.00647116-5||NÃO|MTUR|Aguardando Processo Licitatório, Módulo Paralisadas, Obra Paralisada, Previsão Despesas Preparatórias, RP 2 - Discricionário, Saldo decorrente de rendimento do FI
0350808|53|670679|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;claudiaoliveira@cagepa.pb.gov.br;darleymbc@cagepa.pb.gov.br;joaomelo@cagepa.pb.gov.br;gepe@cagepa.pb.gov.br;lopes@cagepa.pb.gov.br;marcus.neves@cagepa.pb.gov.br;ricardomoises@cagepa.pb.gov.br;dex@cagepa.pb.gov.br;rinaldoaraujo@cagepa.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Melhorias na ETA de Gramame e reforco no Sistema de distribuicao das areas de influencia dos Reservatorios R1 R2 R6 e|07/01/2011|27/10/2011|30/06/2025|27458768,54|26960351,05|498417,49|0|15637899,13|14907087,48|730811,65|498417,49|27458768,54|36|CABO BRANCO|0036.006.00647016-0|PAC2|NÃO|MCIDADES|Aguardando Processo Licitatório, Aguardando Relatório Pós Intervenção, MICE, Módulo Paralisadas, Novo PAC Legado, Obra Paralisada, RAP 2021 Liquidado, Trabalho Social Dispensado
0350880|41|670681|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;claudiaoliveira@cagepa.pb.gov.br;darleymbc@cagepa.pb.gov.br;joaomelo@cagepa.pb.gov.br;gepe@cagepa.pb.gov.br;lopes@cagepa.pb.gov.br;marcus.neves@cagepa.pb.gov.br;ricardomoises@cagepa.pb.gov.br;dex@cagepa.pb.gov.br;rinaldoaraujo@cagepa.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Implantacao do SES na area do Bairro Valentina Figueiredo e Adjacencias (Bacias A B e C) Praias do Seixas e Penha Bai|07/01/2011|27/10/2011|31/08/2025|64752735,95|33421576,83|31331159,12|0|27376178,35|25162610,45|2213567,9|25824407,02|64752735,95|36|CABO BRANCO|0036.006.00647021-7|PAC2|NÃO|MCIDADES|Aguardando Relatório Pós Intervenção, Impacta no IGAT, MICE, Módulo Paralisadas, Novo PAC Legado, Obra Paralisada, RAP 2020 Liquidado, RAP 2021 Liquidado, RAP 2022 Desbloqueado, Recepção Gov Eleito, Trabalho Social, TS Paralisado
0350945|14|670676|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;claudiaoliveira@cagepa.pb.gov.br;darleymbc@cagepa.pb.gov.br;joaomelo@cagepa.pb.gov.br;gepe@cagepa.pb.gov.br;lopes@cagepa.pb.gov.br;marcus.neves@cagepa.pb.gov.br;ricardomoises@cagepa.pb.gov.br;dex@cagepa.pb.gov.br;rinaldoaraujo@cagepa.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Implantacao do SES no Loteamento Primavera e adjacencias em GuarabiraPB rede coletora ligacoes prediais e estacao el|07/01/2011|27/10/2011|31/05/2025|5290352,22|4368778,34|921573,88|0|3630524,76|2842471,31|788053,45|599606,37|5290352,22|36|CABO BRANCO|0036.006.00647019-5|PAC2|NÃO|MCIDADES|Andamento Normal, Obra Retomada, PAC, Termo Aditivo - Assinatura Digital, Trabalho Social, TS Paralisado
0352766|93|670667|0|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com||Obras de Infraestrutura Producao de 2961 UH pelo MCMV Equipamentos comunitarios ( 01 Escola 01 Ginasio de Esporte Cobert|14/02/2011|31/10/2011|30/04/2025|42524816,16|37802682,28|4722133,88|0|9602835,57|8621678,17|981157,4|1850857,34|42524816,16|1909|CIDADE ANTIGA|1909.006.00647119-0|PAC2|NÃO|MCIDADES|Aguardando Relatório Pós Intervenção, Demanda Parlamentar, Falta Regularização Fundiária, Impacta no IGAT, MICE, Módulo Paralisadas, Novo PAC Legado, Obra Paralisada, Ponto de Atenção, Saldo decorrente de rendimento do FI, Sit. Atual Vencida - Impacto IGAT, Trabalho Social, Visitada CMB
0352778|35|670887|0|MUNICIPIO DE CAMPINA GRANDE - PB|08.993.917/0001-46|brunoclimab@gmail.com;felipemottagadelha@gmail.com;felixaraujoneto@hotmail.com;joabmachado@gmail.com;jbstiago2@gmail.com;joaobatistasantiago@hotmail.com;coordgestaopmcg@gmail.com;marianadamascenoarq@gmail.com;contato@consultoriaum.com.br;mohana.seplancg@gmail.com;natanylfelix@gmail.com;ras.carvalho@yahoo.com.br;ronaldoclneto@gmail.com;ruibarbosa.cgpb@gmail.com;secretariadeplanejamentopmcg@gmail.com;sejelcampinagrane@gmail.com;tuliodudapaz@gmail.com;waleriamedeiros@hotmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br||Obras de Infraestrutura Producao de 200 UH pelo MCMV Melhoria de 120UH recuperacao de area degradada 1850 familias benef|14/02/2011|19/08/2011|30/09/2025|18651624,33|14191788,59|3775794,98|684040,76|10564161,19|10558648,72|5512,47|2936514,72|18651624,33|41|CAMPINA GRANDE|0041.006.00647478-3|PAC2|NÃO|MCIDADES|Aguardando Relatório Pós Intervenção, Anexos Órgãos Externos, Falta CEI / CND / Outras Certidões, Falta Regularização Fundiária, MICE, Módulo Paralisadas, Novo PAC Legado, Obra Paralisada, RAP 2021 Desbloqueado, Trabalho Social
0402327|41|673787|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;deusdete@serhmact.pb.gov.br;clea.lacerda@seirhma.pb.gov.br;silvio.meira@seirhma.pb.gov.br;synara.oliveira@seirhma.pb.gov.br;virgiane.amaral@seirhma.pb.gov.br;ylka.ferreira@seirhma.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Sistema Adutor Boqueirao|17/12/2012|31/12/2012|30/06/2025|24993299,93|22230816|2762483,93|0|22230816|19203784,77|3027031,23|2465869,17|24993299,93|36|CABO BRANCO|0036.006.00647051-9|PAC2|NÃO|MIDR|MICE, Módulo Paralisadas, Obra Paralisada, PAC, Portaria 130/2013, Recepção Gov Eleito
0402328|56|673788|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;deusdete@serhmact.pb.gov.br;clea.lacerda@seirhma.pb.gov.br;silvio.meira@seirhma.pb.gov.br;synara.oliveira@seirhma.pb.gov.br;virgiane.amaral@seirhma.pb.gov.br;ylka.ferreira@seirhma.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Sistema Adutor Camalau|17/12/2012|31/12/2012|30/06/2025|24534105,15|21994852|2539253,15|0|21994852|21595092,56|399759,44|2539253,15|24534105,15|36|CABO BRANCO|0036.006.00647049-7|PAC2|NÃO|MIDR|Falhas de Projeto / Orçamento, MICE, Módulo Paralisadas, Obra Paralisada, PAC, Portaria 130/2013, Recepção Gov Eleito
0402820|23|674180|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;deusdete@serhmact.pb.gov.br;clea.lacerda@seirhma.pb.gov.br;silvio.meira@seirhma.pb.gov.br;synara.oliveira@seirhma.pb.gov.br;virgiane.amaral@seirhma.pb.gov.br;ylka.ferreira@seirhma.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Implantacao do Sistema Integrado de Abastecimento de agua Retiro no Estado da Paraiba|27/12/2012|31/12/2012|31/03/2025|70097168,82|41000000|29097168,82|0|41000000|34560119,51|6439880,49|28218042,5|70097168,82|36|CABO BRANCO|0036.006.00647055-1|PAC2|NÃO|MIDR|Andamento Normal, PAC, Portaria 130/2013, Recepção Gov Eleito, Vigência Vencida
0408671|59|681099|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;claudiaoliveira@cagepa.pb.gov.br;darleymbc@cagepa.pb.gov.br;joaomelo@cagepa.pb.gov.br;gepe@cagepa.pb.gov.br;lopes@cagepa.pb.gov.br;marcus.neves@cagepa.pb.gov.br;ricardomoises@cagepa.pb.gov.br;dex@cagepa.pb.gov.br;rinaldoaraujo@cagepa.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Ampliacao do Sistema de Abasecimento de Agua para os Conjuntos Cidade Verde Cidade Jardim e Adjacencias|27/03/2013|23/12/2013|31/12/2025|4811790,68|2415585,27|2396205,41|0|2264905,02|1915175,57|349729,45|526744,84|4811790,68|36|CABO BRANCO|0036.006.00000137-1|PAC2|NÃO|MCIDADES|Aferição por parcelas, Andamento Normal, Desbloqueio em Andamento, PAC, Recepção Gov Eleito, Saldo Poupança < Saldo Creditado, Trabalho Social, TS Paralisado
0418316|59|678546|0|MUNICIPIO DE PATOS - PB|09.084.815/0001-70|ag0043@caixa.gov.br;carlos.fragoso@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;paulo.medeiros@caixa.gov.br;jairton.sousa@caixa.gov.br;deividy.seinfra@patos.pb.gov.br;eng.dariomorais@hotmail.com;eulandaferreira@hotmail.com;eulandaferreira2@hotmail.com;gabinete@patos.pb.gov.br;hilton.seinfra@patos.pb.gov.br;jmarconesantos4@gmail.com;bomfim.seinfra@patos.pb.gov.br;marcone.seinfra@patos.pb.gov.br;virginia.seinfra@patos.pb.gov.br;convenios@patos.pb.gov.br;pmpatospb.epc@gmail.com||MACRODRENAGEM URBANA NA BACIA DO RIACHO DO FRANGO|01/08/2013|26/08/2013|30/04/2025|16920190,26|16920190,26|0|0|16747456,82|16718327,76|29129,06|0|16920190,26|43|PATOS|0043.006.00000144-2|PAC2|NÃO|MCIDADES|Aferição por parcelas, Aguardando Relatório Pós Intervenção, Novo PAC Legado, Obra Concluída, Previsão de Conclusão 90 dias, RAP 2019 Liquidado, RAP 2020 Liquidado, RAP 2021 Liquidado, Trabalho Social, TS Paralisado
0424013|15|682806|0|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com||Revitalizacao do Antigo Porto do Capim Requalificacao do Antigo Cais do Porto Arena de Eventos e Cultura|14/11/2013|03/09/2014|30/04/2025|16185000|16185000|0|0|0|0|0|0|16185000|1909|CIDADE ANTIGA|1909.006.00000274-0|PAC2|NÃO|IPHAN|Análise Técnica Concluída, Encerramento Operacional, Falhas de Projeto / Orçamento, PAC
0424014|29|682802|0|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com||Revitalizacao do Antigo Porto do Capim Requalificacao das Vias de Acesso a Arena de Eventos e Cultura|14/11/2013|03/09/2014|30/04/2025|4740000|4740000|0|0|1000000|285306,67|714693,33|0|4740000|1909|CIDADE ANTIGA|1909.006.00000275-9|PAC2|NÃO|IPHAN|Aferição por parcelas, Em Reprogramação, Módulo Paralisadas, Novo PAC Legado, Obra Paralisada
0424015|34|684973|0|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com||Revitalizacao do Antigo Porto do Capim Implantacado do Parque Ecologico do Rio Sanhaua|14/11/2013|30/06/2015|30/04/2025|15120000|15120000|0|0|1499904|1499859,41|44,59|0|15120000|1909|CIDADE ANTIGA|1909.006.00000279-1|PAC2|NÃO|IPHAN|Módulo Paralisadas, Novo PAC Legado, Obra Paralisada
0442742|13|685850|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;claudiaoliveira@cagepa.pb.gov.br;darleymbc@cagepa.pb.gov.br;joaomelo@cagepa.pb.gov.br;gepe@cagepa.pb.gov.br;lopes@cagepa.pb.gov.br;marcus.neves@cagepa.pb.gov.br;ricardomoises@cagepa.pb.gov.br;dex@cagepa.pb.gov.br;rinaldoaraujo@cagepa.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||Ampliacao do sistema de abastecimento de agua do municipio|27/06/2014|29/12/2015|30/04/2026|6390378,54|3850000|2540378,54|0|1894648,1|1474053,14|420594,96|972529,43|6390378,54|36|CABO BRANCO|0036.006.00000426-5|PAC2|NÃO|MCIDADES|Aferição por parcelas, Aguardando BM/RRE, MICE, Módulo Paralisadas, Obra Paralisada, Obra Retomada, PAC, RAP 2022 Desbloqueado, Recepção Gov Eleito, Saldo Poupança < Saldo Creditado, Trabalho Social, TS Paralisado
0445334|46|683206|0|ESTADO DA PARAIBA|08.761.124/0001-00|brenowanderley@cge.pb.gov.br;daniellecabral@cge.pb.gov.br;edison@cge.pb.gov.br;elias.asfora@gmail.com;eliaslopes@cge.pb.gov.br;ivo@cge.pb.gov.br;dantas@cge.pb.gov.br;sabino@cge.pb.gov.br;letaciojunior@gmail.com;valeriar@cge.pb.gov.br;claudiaoliveira@cagepa.pb.gov.br;darleymbc@cagepa.pb.gov.br;joaomelo@cagepa.pb.gov.br;gepe@cagepa.pb.gov.br;lopes@cagepa.pb.gov.br;marcus.neves@cagepa.pb.gov.br;ricardomoises@cagepa.pb.gov.br;dex@cagepa.pb.gov.br;rinaldoaraujo@cagepa.pb.gov.br;bonaldo.alves@seplag.pb.gov.br;diegoserafim@seplag.pb.gov.br;fernandoaraujo@seplag.pb.gov.br;girlando.gomes@seplag.pb.gov.br;marialvo.santos@sefaz.pb.gov.br;mario.pedrosa@sefaz.pb.gov.br;bruno.frade@sefaz.pb.gov.br;maria.martins@sefaz.pb.gov.br||COMPLEMENTACAO DA 2 ETAPA DO SISTEMA ADUTOR ABIAI PAPOCAS NARM JOAO PESSOA|22/08/2014|31/12/2014|30/12/2025|131113387,54|88000000|43113387,54|0|1504288|927424,95|576863,05|1793351,69|131113387,54|36|CABO BRANCO|0036.006.00000419-2|PAC2|NÃO|MCIDADES|Aferição por parcelas, Aguardando Posicionamento do Gestor, Aguardando Relatório Pós Intervenção, Andamento Normal, Novo PAC Legado, Operação sem etapa em andamento, Recepção Gov Eleito, Saldo Poupança < Saldo Creditado
1002217|87|780333|507502012|MUNICIPIO DE UIRAUNA - PB|08.924.078/0001-04|ag0558@caixa.gov.br;joilma.araujo@caixa.gov.br;brunno.macedo@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;studioad_arq@outlook.com;segundoleite@gmail.com;larissaedna75@gmail.com;macianaazevedomaia@gmail.com;gabinetedapmu@gmail.com|Procedimento Normal (Portaria 507/11)|construção de 03 (três) praças públicas e reforma e ampliação do terminal rodoviário no município de uiraúna - pb.|20/12/2012|31/12/2012|30/04/2025|1518806,83|1365000|153806,83|0|1365000|1128544,44|236455,56|133088,54|1261632,98|558|SOUSA|0558.006.00647106-8||NÃO|MTUR|Apostilamento PC033/2023, Emenda Individual, Obra Concluída, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, Procedimento Normal (Portaria 507/11), RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
